timestamp,action,user,details
2024-06-20 08:07:17,Add Reservation,Kongtawan_4511,"{'Name': 'Kongtawan_4511', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 4 For Waste (Drain the water everytime after using)', 'Start_Time': datetime.datetime(2024, 6, 20, 8, 30), 'End_Time': datetime.datetime(2024, 6, 20, 10, 30)}"
2024-06-20 10:03:13,Add Reservation,chomphoonut_4511,"{'Name': 'chomphoonut_4511', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 2 (Drain the water every 5 times after using)', 'Start_Time': datetime.datetime(2024, 6, 20, 11, 0), 'End_Time': datetime.datetime(2024, 6, 20, 13, 0)}"
2024-06-20 10:04:01,Add Reservation,chomphoonut_4511,"{'Name': 'chomphoonut_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Incubator 2', 'Start_Time': datetime.datetime(2024, 6, 20, 11, 0), 'End_Time': datetime.datetime(2024, 6, 20, 23, 45)}"
2024-06-20 13:07:02,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Stereo Microscope', 'Start_Time': datetime.datetime(2024, 6, 20, 13, 30), 'End_Time': datetime.datetime(2024, 6, 20, 14, 0)}"
2024-06-20 16:08:31,Add Reservation,Yanawat_4511,"           Name          Room  ...          Start_Time            End_Time
0  Yanawat_4511  PCR Machines  ... 2024-06-21 11:00:00 2024-06-21 14:00:00

[1 rows x 5 columns]"
2024-06-20 19:52:02,Add Reservation,Supanida_4511,"{'Name': 'Supanida_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-1', 'Start_Time': datetime.datetime(2024, 6, 21, 10, 0), 'End_Time': datetime.datetime(2024, 6, 21, 13, 0)}"
2024-06-20 20:20:53,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Stereo Microscope', 'Start_Time': datetime.datetime(2024, 6, 21, 9, 0), 'End_Time': datetime.datetime(2024, 6, 21, 10, 30)}"
2024-06-20 20:29:28,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 4', 'Start_Time': datetime.datetime(2024, 6, 21, 11, 0), 'End_Time': datetime.datetime(2024, 6, 21, 12, 0)}"
2024-06-20 20:33:02,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 1', 'Start_Time': datetime.datetime(2024, 6, 21, 12, 0), 'End_Time': datetime.datetime(2024, 6, 21, 15, 0)}"
2024-06-20 20:34:27,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'TissueLyser II', 'Start_Time': datetime.datetime(2024, 6, 21, 12, 0), 'End_Time': datetime.datetime(2024, 6, 21, 13, 0)}"
2024-06-20 20:36:22,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Fume Hood', 'Start_Time': datetime.datetime(2024, 6, 21, 12, 0), 'End_Time': datetime.datetime(2024, 6, 21, 15, 0)}"
2024-06-20 21:14:48,Add Reservation,Khemrutai_4511,"             Name          Room  ...          Start_Time            End_Time
0  Khemrutai_4511  PCR Machines  ... 2024-06-21 11:00:00 2024-06-21 14:00:00

[1 rows x 5 columns]"
2024-06-21 00:12:33,Add Reservation,Supanida_4511,"{'Name': 'Supanida_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Laminar flow', 'Start_Time': datetime.datetime(2024, 6, 21, 8, 30), 'End_Time': datetime.datetime(2024, 6, 21, 10, 0)}"
2024-06-21 00:18:44,Delete Reservation,Supanida_4511,"Details: Name                Supanida_4511
Room                        BSL-2
Equipments                  BSC-1
Start_Time    2024-06-21 10:00:00
End_Time      2024-06-21 13:00:00
Name: 377, dtype: object"
2024-06-21 00:21:17,Delete Reservation,Supanida_4511,"Details: Name                   Supanida_4511
Room          Central Lab, 6th floor
Equipments              Laminar flow
Start_Time       2024-06-21 08:30:00
End_Time         2024-06-21 10:00:00
Name: 382, dtype: object"
2024-06-21 00:23:44,Add Reservation,Supanida_4511,"{'Name': 'Supanida_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-1', 'Start_Time': datetime.datetime(2024, 6, 21, 10, 0), 'End_Time': datetime.datetime(2024, 6, 21, 13, 0)}"
2024-06-21 08:13:22,Delete Reservation,Kongtawan_4511,"Details: Name               Kongtawan_4511
Room                        BSL-2
Equipments                  BSC-2
Start_Time    2024-06-21 08:30:00
End_Time      2024-06-21 14:30:00
Name: 372, dtype: object"
2024-06-21 08:35:08,Delete Reservation,Supanida_4511,"Details: Name                Supanida_4511
Room                        BSL-2
Equipments                  BSC-1
Start_Time    2024-06-21 10:00:00
End_Time      2024-06-21 13:00:00
Name: 381, dtype: object"
2024-06-21 08:35:41,Add Reservation,Supanida_4511,"{'Name': 'Supanida_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-1', 'Start_Time': datetime.datetime(2024, 6, 21, 9, 0), 'End_Time': datetime.datetime(2024, 6, 21, 14, 0)}"
2024-06-21 09:38:22,Add Reservation,Wilasinee_4612,"{'Name': 'Wilasinee_4612', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 1 (Drain the water every 5 times after using)', 'Start_Time': datetime.datetime(2024, 6, 21, 11, 0), 'End_Time': datetime.datetime(2024, 6, 21, 12, 30)}"
2024-06-21 10:20:28,Add Reservation,chomphoonut_4511,"{'Name': 'chomphoonut_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Incubator 2', 'Start_Time': datetime.datetime(2024, 6, 21, 11, 0), 'End_Time': datetime.datetime(2024, 6, 21, 23, 45)}"
2024-06-21 10:54:47,Add Reservation,Yanawat_4511,"           Name          Room  ...          Start_Time            End_Time
0  Yanawat_4511  PCR Machines  ... 2024-06-21 08:00:00 2024-06-21 11:00:00

[1 rows x 5 columns]"
2024-06-21 10:56:35,Add Reservation,Yanawat_4511,"{'Name': 'Yanawat_4511', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 1 (Drain the water every 5 times after using)', 'Start_Time': datetime.datetime(2024, 6, 21, 13, 0), 'End_Time': datetime.datetime(2024, 6, 21, 14, 0)}"
2024-06-21 10:58:30,Delete Reservation,Yanawat_4511,"Details: Name                 Yanawat_4511
Room                 PCR Machines
Equipments                  PCR 6
Start_Time    2024-06-21 11:00:00
End_Time      2024-06-21 14:00:00
Name: 186, dtype: object"
2024-06-21 10:58:41,Delete Reservation,Yanawat_4511,"Details: Name                 Yanawat_4511
Room                 PCR Machines
Equipments                  PCR 1
Start_Time    2024-06-21 08:00:00
End_Time      2024-06-21 11:00:00
Name: 187, dtype: object"
2024-06-21 10:58:47,Delete Reservation,Yanawat_4511,"Details: Name                                               Yanawat_4511
Room                                         Hallway, 6th floor
Equipments    Autoclave 1 (Drain the water every 5 times aft...
Start_Time                                  2024-06-21 13:00:00
End_Time                                    2024-06-21 14:00:00
Name: 384, dtype: object"
2024-06-21 13:37:30,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Fluorescence Microscope (Contact before use)', 'Start_Time': datetime.datetime(2024, 6, 21, 14, 0), 'End_Time': datetime.datetime(2024, 6, 21, 16, 0)}"
2024-06-21 19:41:01,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Fume Hood', 'Start_Time': datetime.datetime(2024, 6, 24, 12, 0), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-21 19:42:25,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Centrifuge 3', 'Start_Time': datetime.datetime(2024, 6, 24, 12, 0), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-21 19:43:52,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 5', 'Start_Time': datetime.datetime(2024, 6, 24, 10, 30), 'End_Time': datetime.datetime(2024, 6, 24, 12, 30)}"
2024-06-21 20:15:16,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Fume Hood', 'Start_Time': datetime.datetime(2024, 6, 25, 12, 0), 'End_Time': datetime.datetime(2024, 6, 25, 15, 0)}"
2024-06-21 20:15:47,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Centrifuge 3', 'Start_Time': datetime.datetime(2024, 6, 25, 12, 0), 'End_Time': datetime.datetime(2024, 6, 25, 15, 0)}"
2024-06-21 20:16:45,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 5', 'Start_Time': datetime.datetime(2024, 6, 25, 10, 30), 'End_Time': datetime.datetime(2024, 6, 25, 12, 30)}"
2024-06-23 13:10:10,Add Reservation,Supanida_4511,"{'Name': 'Supanida_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-1', 'Start_Time': datetime.datetime(2024, 6, 24, 8, 30), 'End_Time': datetime.datetime(2024, 6, 24, 11, 30)}"
2024-06-23 13:42:45,Add Reservation,chomphoonut_4511,"{'Name': 'chomphoonut_4511', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 4 For Waste (Drain the water everytime after using)', 'Start_Time': datetime.datetime(2024, 6, 24, 13, 0), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-23 21:16:50,Add Reservation,Kongtawan_4511,"{'Name': 'Kongtawan_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-2', 'Start_Time': datetime.datetime(2024, 6, 24, 8, 30), 'End_Time': datetime.datetime(2024, 6, 24, 13, 0)}"
2024-06-23 23:31:57,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 4', 'Start_Time': datetime.datetime(2024, 6, 24, 10, 0), 'End_Time': datetime.datetime(2024, 6, 24, 10, 30)}"
2024-06-23 23:33:05,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 1', 'Start_Time': datetime.datetime(2024, 6, 24, 10, 30), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-23 23:33:36,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'TissueLyser II', 'Start_Time': datetime.datetime(2024, 6, 24, 11, 0), 'End_Time': datetime.datetime(2024, 6, 24, 11, 30)}"
2024-06-23 23:41:01,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'BSL-2', 'Equipments': 'BSC-1', 'Start_Time': datetime.datetime(2024, 6, 24, 12, 0), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-23 23:42:51,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 6, 26, 0, 0), 'End_Time': datetime.datetime(2024, 6, 26, 23, 45)}"
2024-06-23 23:42:59,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 6, 27, 0, 0), 'End_Time': datetime.datetime(2024, 6, 27, 23, 45)}"
2024-06-23 23:43:10,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 6, 28, 0, 0), 'End_Time': datetime.datetime(2024, 6, 28, 23, 45)}"
2024-06-23 23:43:24,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 6, 29, 0, 0), 'End_Time': datetime.datetime(2024, 6, 29, 23, 45)}"
2024-06-23 23:43:32,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 6, 30, 0, 0), 'End_Time': datetime.datetime(2024, 6, 30, 23, 45)}"
2024-06-23 23:43:58,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 1, 0, 0), 'End_Time': datetime.datetime(2024, 7, 1, 23, 45)}"
2024-06-23 23:44:04,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 2, 0, 0), 'End_Time': datetime.datetime(2024, 7, 2, 23, 45)}"
2024-06-23 23:44:09,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 3, 0, 0), 'End_Time': datetime.datetime(2024, 7, 3, 23, 45)}"
2024-06-23 23:44:15,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 4, 0, 0), 'End_Time': datetime.datetime(2024, 7, 4, 23, 45)}"
2024-06-23 23:44:20,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 5, 0, 0), 'End_Time': datetime.datetime(2024, 7, 5, 23, 45)}"
2024-06-23 23:44:25,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 6, 0, 0), 'End_Time': datetime.datetime(2024, 7, 6, 23, 45)}"
2024-06-23 23:44:31,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 7, 0, 0), 'End_Time': datetime.datetime(2024, 7, 7, 23, 45)}"
2024-06-23 23:44:36,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 8, 0, 0), 'End_Time': datetime.datetime(2024, 7, 8, 23, 45)}"
2024-06-23 23:44:41,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 9, 0, 0), 'End_Time': datetime.datetime(2024, 7, 9, 23, 45)}"
2024-06-23 23:44:46,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 10, 0, 0), 'End_Time': datetime.datetime(2024, 7, 10, 23, 45)}"
2024-06-23 23:44:54,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 11, 0, 0), 'End_Time': datetime.datetime(2024, 7, 11, 23, 45)}"
2024-06-23 23:44:59,Add Reservation,Dechaphon_4612,"{'Name': 'Dechaphon_4612', 'Room': 'Central Lab, 5th floor', 'Equipments': 'Incubator Shaker 1', 'Start_Time': datetime.datetime(2024, 7, 12, 0, 0), 'End_Time': datetime.datetime(2024, 7, 12, 23, 45)}"
2024-06-24 00:20:14,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Stereo Microscope', 'Start_Time': datetime.datetime(2024, 6, 24, 9, 0), 'End_Time': datetime.datetime(2024, 6, 24, 10, 30)}"
2024-06-24 06:53:40,Add Reservation,Pawaree_4612,"{'Name': 'Pawaree_4612', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 2', 'Start_Time': datetime.datetime(2024, 6, 24, 10, 0), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-24 06:59:34,Add Reservation,Yanawat_4511,"           Name          Room  ...          Start_Time            End_Time
0  Yanawat_4511  PCR Machines  ... 2024-06-24 11:00:00 2024-06-24 14:00:00

[1 rows x 5 columns]"
2024-06-24 07:01:07,Add Reservation,Yanawat_4511,"{'Name': 'Yanawat_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-2', 'Start_Time': datetime.datetime(2024, 6, 24, 13, 30), 'End_Time': datetime.datetime(2024, 6, 24, 15, 0)}"
2024-06-24 07:55:55,Add Reservation,Kongtawan_4511,"{'Name': 'Kongtawan_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-2', 'Start_Time': datetime.datetime(2024, 6, 25, 8, 30), 'End_Time': datetime.datetime(2024, 6, 25, 15, 30)}"
2024-06-24 10:26:55,Add Reservation,Phasanat_4615,"{'Name': 'Phasanat_4615', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Stereo Microscope', 'Start_Time': datetime.datetime(2024, 6, 24, 13, 0), 'End_Time': datetime.datetime(2024, 6, 24, 16, 0)}"
2024-06-24 12:06:08,Add Reservation,Narumon_4511,"           Name          Room  ...          Start_Time            End_Time
0  Narumon_4511  PCR Machines  ... 2024-06-25 11:00:00 2024-06-25 14:00:00

[1 rows x 5 columns]"
2024-06-24 13:31:54,Add Reservation,Khemrutai_4511,"             Name          Room  ...          Start_Time            End_Time
0  Khemrutai_4511  PCR Machines  ... 2024-06-25 11:00:00 2024-06-25 14:00:00

[1 rows x 5 columns]"
2024-06-24 13:35:41,Add Reservation,Pitchnaree_4612,"{'Name': 'Pitchnaree_4612', 'Room': 'BSL-2', 'Equipments': 'BSC-1', 'Start_Time': datetime.datetime(2024, 6, 25, 9, 30), 'End_Time': datetime.datetime(2024, 6, 25, 13, 0)}"
2024-06-24 14:12:42,Add Reservation,Sirintip_4511,"{'Name': 'Sirintip_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Laminar flow', 'Start_Time': datetime.datetime(2024, 6, 24, 15, 0), 'End_Time': datetime.datetime(2024, 6, 24, 16, 0)}"
2024-06-24 14:30:01,Add Reservation,Siriphattrarat_4511,"{'Name': 'Siriphattrarat_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'pH Meter 2', 'Start_Time': datetime.datetime(2024, 6, 24, 15, 0), 'End_Time': datetime.datetime(2024, 6, 24, 16, 0)}"
2024-06-24 17:15:35,Add Reservation,Khemrutai_4511,"{'Name': 'Khemrutai_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Laminar flow', 'Start_Time': datetime.datetime(2024, 6, 25, 10, 30), 'End_Time': datetime.datetime(2024, 6, 25, 11, 30)}"
2024-06-24 21:17:38,Add Reservation,Kongtawan_4511,"{'Name': 'Kongtawan_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-2', 'Start_Time': datetime.datetime(2024, 6, 26, 8, 30), 'End_Time': datetime.datetime(2024, 6, 26, 13, 0)}"
2024-06-24 22:24:00,Add Reservation,Sirithorn_4606,"{'Name': 'Sirithorn_4606', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Digital Dry Bath 2', 'Start_Time': datetime.datetime(2024, 6, 25, 12, 30), 'End_Time': datetime.datetime(2024, 6, 25, 15, 0)}"
2024-06-25 07:57:52,Add Reservation,Phasanat_4615,"            Name          Room  ...          Start_Time            End_Time
0  Phasanat_4615  PCR Machines  ... 2024-06-25 11:00:00 2024-06-25 14:00:00

[1 rows x 5 columns]"
2024-06-25 08:23:50,Add Reservation,Wuthichai_4505,"{'Name': 'Wuthichai_4505', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 4', 'Start_Time': datetime.datetime(2024, 6, 25, 12, 0), 'End_Time': datetime.datetime(2024, 6, 25, 13, 30)}"
2024-06-25 08:41:25,Add Reservation,Supanida_4511,"{'Name': 'Supanida_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Laminar flow', 'Start_Time': datetime.datetime(2024, 6, 25, 11, 30), 'End_Time': datetime.datetime(2024, 6, 25, 13, 0)}"
2024-06-25 10:08:45,Add Reservation,chomphoonut_4511,"{'Name': 'chomphoonut_4511', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 2 (Drain the water every 5 times after using)', 'Start_Time': datetime.datetime(2024, 6, 25, 12, 0), 'End_Time': datetime.datetime(2024, 6, 25, 14, 0)}"
2024-06-25 10:20:11,Add Reservation,Fah_4606,"{'Name': 'Fah_4606', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 2 (Drain the water every 5 times after using)', 'Start_Time': datetime.datetime(2024, 6, 25, 14, 0), 'End_Time': datetime.datetime(2024, 6, 25, 16, 0)}"
2024-06-25 11:35:49,Delete Reservation,Supanida_4511,"Details: Name                   Supanida_4511
Room          Central Lab, 6th floor
Equipments              Laminar flow
Start_Time       2024-06-25 11:30:00
End_Time         2024-06-25 13:00:00
Name: 432, dtype: object"
2024-06-25 11:52:58,Add Reservation,Kongtawan_4511,"{'Name': 'Kongtawan_4511', 'Room': 'BSL-2', 'Equipments': 'BSC-2', 'Start_Time': datetime.datetime(2024, 6, 27, 13, 30), 'End_Time': datetime.datetime(2024, 6, 27, 16, 30)}"
2024-06-25 12:12:02,Add Reservation,Fah_4606,"{'Name': 'Fah_4606', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Digital Dry Bath 1', 'Start_Time': datetime.datetime(2024, 6, 25, 12, 15), 'End_Time': datetime.datetime(2024, 6, 25, 13, 30)}"
2024-06-25 12:22:32,Add Reservation,Yada_4507,"        Name          Room Equipments          Start_Time            End_Time
0  Yada_4507  PCR Machines      PCR 2 2024-06-25 14:00:00 2024-06-25 17:00:00"
2024-06-25 12:22:48,Add Reservation,Yada_4507,"        Name          Room Equipments          Start_Time            End_Time
0  Yada_4507  PCR Machines      PCR 3 2024-06-25 14:00:00 2024-06-25 17:00:00"
2024-06-25 12:49:35,Add Reservation,Kongtawan_4511,"             Name          Room  ...          Start_Time            End_Time
0  Kongtawan_4511  PCR Machines  ... 2024-06-25 14:00:00 2024-06-25 17:00:00

[1 rows x 5 columns]"
2024-06-25 13:04:05,Add Reservation,Janejira_4612,"            Name          Room  ...          Start_Time            End_Time
0  Janejira_4612  PCR Machines  ... 2024-06-26 11:00:00 2024-06-26 14:00:00

[1 rows x 5 columns]"
2024-06-25 13:30:18,Add Reservation,Fah_4606,"{'Name': 'Fah_4606', 'Room': 'Hallway, 6th floor', 'Equipments': 'Autoclave 4 For Waste (Drain the water everytime after using)', 'Start_Time': datetime.datetime(2024, 6, 25, 13, 45), 'End_Time': datetime.datetime(2024, 6, 25, 15, 30)}"
2024-06-25 13:54:38,Add Reservation,Phasanat_4615,"{'Name': 'Phasanat_4615', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Stereo Microscope', 'Start_Time': datetime.datetime(2024, 6, 27, 8, 0), 'End_Time': datetime.datetime(2024, 6, 27, 16, 30)}"
2024-06-25 14:21:38,Add Reservation,Sirintip_4511,"{'Name': 'Sirintip_4511', 'Room': 'Central Lab, 6th floor', 'Equipments': 'Refrigerated Centrifuge 4', 'Start_Time': datetime.datetime(2024, 6, 25, 16, 30), 'End_Time': datetime.datetime(2024, 6, 25, 17, 30)}"
2024-06-25 14:56:28,Add Reservation,Janejira_4612,"{'Name': 'Janejira_4612', 'Room': 'Microscope Room, 5th floor', 'Equipments': 'Fluorescence Microscope (Contact before use)', 'Start_Time': datetime.datetime(2024, 6, 27, 9, 0), 'End_Time': datetime.datetime(2024, 6, 27, 12, 0)}"
